id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.0006820669082307607,0.40410872716835494,0.4483308379817688,0.12785277296772332,0.0008019485872502805,0.00021322411530671806,0.01780676000099406,2.8505950136397947e-05,0.00017515627540173805
2,0.000811307014170434,1.4429877391904817e-05,1.4782778940322857e-05,6.477622064083157e-06,3.747791876845568e-05,0.0002459769164511564,0.00020068653682871765,0.9985455801902703,0.000123281045260002
3,0.0004506453373848543,0.00942166624911252,0.001124035417488498,0.2569485851983453,5.900152424442162e-05,0.7188036047334333,0.010855653606705248,0.0003647330239748107,0.0019720748374306585
4,0.19460749325833715,0.04245107468236528,0.023649210258582243,0.0017545875501913679,0.03718992238279417,0.0014625696951253216,0.014623033913226412,0.1119885247611682,0.5722735834409826
5,4.083478935451106e-05,0.8709923935487562,0.1018997410583533,0.020164255869672874,0.0006398401438303477,5.014779926328559e-05,0.006141766242004354,2.8664795007874835e-05,4.23556666579434e-05
6,5.0782843666350407e-05,0.9706109168015722,0.025471357063078192,0.000497193302378622,0.0017042008133069436,5.233689310565944e-05,0.0012253148557501458,0.0003577514391988166,3.014589088201911e-05
7,0.0005368355194297778,0.9389123825721203,0.04461520347775478,0.014495885688620891,0.0004023750418697032,3.8298146505160154e-05,3.0691137599308346e-05,0.0002234686226869639,0.0007448596995217773
8,7.701563516060632e-06,0.9787584208219063,0.015886108414462287,0.004728542582552166,0.0002030253350073222,9.812644856485283e-06,0.0003615178719357681,7.555960632437941e-06,3.731470725530239e-05
9,0.0005932297714792741,0.3461947501709494,0.6123266154821893,0.007898485866838166,0.000248692084969979,0.00022091276427739062,0.03241188426050404,1.940529234595605e-05,8.602424521392489e-05
10,1.2103630528320364e-05,0.49507646643438014,0.3857638559114688,0.11390853441628686,0.001363434554124601,0.00012124990884968464,0.0027955590556420465,4.069302248802794e-05,0.0009181030167240145
11,0.014482832159286387,0.0001389188970968851,1.960845557488411e-05,0.004332871651645147,0.00020951926599014638,0.8475228562257365,0.0023645140995495295,0.002826203102279154,0.12810267605808912
12,0.009387816902848903,7.597090906970468e-05,8.934086218605559e-05,0.0007980563335726434,0.0001348188220994331,0.01864312769756284,6.476239002155679e-05,0.9639239947044425,0.006882111281804009
13,0.0002674616265785788,0.7386434978399368,0.23646854763415975,0.0008155771359075254,0.0022793321518442943,0.005206024942589041,0.00283230427770904,0.01342641333462736,6.08409827832015e-05
14,0.022524330109848324,0.0010347083699147118,0.001038319779186751,5.507986714046475e-05,0.0004219344911313517,0.016929227802473804,0.02052227486463711,0.8804169982109693,0.0570571264166566
15,0.00019721414403188426,0.0018733852459643081,0.0004806750757698871,0.0007088934486321817,0.9945885502064862,0.00016693103638629333,0.00028358827188007724,0.0014535796721496792,0.00024718279924065546
16,0.00011026621439965798,0.0033128762781117114,0.008738526772689029,0.026597299247906363,0.00015975147934613217,0.5264394108253747,0.4330877067903993,0.0008580194867335545,0.0006961428523955446
17,8.618290759698117e-05,1.846369457542278e-05,0.0002521651125564347,6.48699608698308e-05,0.00033262265408554276,0.9972977668123768,0.0005855614247644892,0.0004148392380467178,0.0009475280953979339
18,0.00016420320783017036,0.810104635067698,0.10446016529216262,0.04405067005063612,0.0012243320506686146,0.018496528475295086,0.001633656610120011,0.007245337921092163,0.012620471243486637
19,0.00024066612349532915,0.9216675621534144,0.07112664489923314,0.0030082259236456957,0.0014861380293219144,1.6237813341620288e-05,0.00012232856907118582,0.0005955806518231226,0.0017366157444867322
20,0.00013072146444020492,0.815100741111176,0.1686063238382155,0.013335601418021818,0.00029224310002544255,4.656876730298444e-05,0.002364506763144991,3.733797125663736e-05,8.595548490622822e-05
21,0.026546273501458627,0.0002038672426235171,4.624506695772985e-05,0.0007358494541113114,0.0002131064434472994,0.9296654084912993,0.012810545877353783,0.0003916764307370095,0.029387027399045015
22,0.00416090824679682,6.345306144408551e-05,4.526940346350429e-06,0.0004314480954258828,7.348266051769911e-05,0.9794911781886202,0.00922850126149612,0.005908367409465537,0.0006381340379380717
23,0.00011521071533997058,0.3297601656098144,0.6576170301742288,0.0007023249629058858,0.0004768256631286836,0.0037319492079515982,0.0008082954716160139,0.006721087102241686,6.71110270112193e-05
24,0.0034023567236396825,0.0003273754496059736,0.0008105793440487932,4.927938773012708e-05,0.00020278760573819176,0.0009743147102969264,0.014090981778896465,0.9785152116788458,0.0016271132233466159
25,0.0012681695640457307,9.90755646296351e-05,6.65669537700994e-06,0.0018633843976580578,3.719716178561045e-05,0.9898412118505809,0.003735075716428186,0.001935542416662526,0.0012136865338483911
26,0.00010270244135792668,0.5826916523425856,0.4023945756040031,0.014064492948009327,0.00013934228552889554,6.541774147308126e-05,0.00028763395057739526,0.0001240718396649733,0.00013011078853060026
27,0.601049034977769,0.0020170297896825724,5.68174062532204e-05,0.0010190895400664442,0.00024932692195260277,0.06750639391459298,0.004769213686609204,0.15779791891491102,0.1655351747880581
28,0.0009723970740287515,0.9447582368599848,0.029169726961656022,0.011840770823085158,0.0025785544858814053,0.0008533520677760317,0.0045022611495672575,0.0026319881809516972,0.0026927123025929905
29,0.001242912890906244,0.000566706249547805,0.0016532688520580518,0.0001209937510017546,1.2034251731701561e-05,0.0058034121322516055,0.9880095404366274,0.0004179559831405388,0.002173175353934087
30,5.943989747595085e-05,0.6588513404997934,0.2561726272605939,0.08069811929180913,0.00026882998534119996,0.00010299855686694991,0.0036350360564935866,1.2232576345566332e-05,0.00019937580939517443
31,6.912567780634213e-05,5.864858233536054e-05,3.937240659413804e-05,0.00024748640124412456,2.993919904250658e-05,0.9973123664090394,0.0020002166104013544,0.0001472325588385327,9.561205496692132e-05
32,0.00034015676972636385,0.0001427719187827623,0.00036255482245444365,8.229752675843958e-05,0.0003909236087541157,0.027163544687480723,0.020393638510547582,0.9488793145972765,0.0022447974633310326
33,0.0002028624015373156,0.004566887287673457,0.0012453544987772068,0.0008753769370676394,0.9911126536127951,0.0001579313328413091,0.0004596344065742982,0.001131220409841229,0.0002480790137811172
34,0.010331935267202177,0.02342465429656326,0.006547075986748025,0.2404069214990718,0.6392081944997975,0.013241189210179317,0.01171925185771665,0.045154012552047304,0.00996676476675319
35,0.007216792421612521,0.6991678420010806,0.19358563325548617,0.0364937150685037,0.0009183394376271635,0.001580543327843605,0.05944069103759733,0.0006847387006568005,0.0009117046796752406
36,0.0003945803659779907,3.326706871341219e-05,1.3771689398610385e-05,0.00016517410995022707,7.212537265624129e-06,0.9913828409533152,0.004770076824309965,0.003137685831242619,9.539052068804993e-05
37,0.0012771381302936974,0.00011180996642248758,7.531710958151165e-06,0.0012005276043126007,5.6365466361020676e-05,0.9888147881398801,0.00556234830026846,0.0023237650576672453,0.0006457255249544331
38,0.008377161827262206,8.81190875360619e-06,8.325608265278589e-05,5.025093722583418e-05,0.0003312557399642199,0.01976103138854547,0.0004336755359018014,0.9615727420119442,0.009381814471592441
39,2.1467539622748842e-05,0.6474716183983471,0.34323493410471856,0.00527622694693322,0.0006289796363655747,3.267977136598073e-05,0.0026449878792069188,0.0004922530465754414,0.00019685261211728247
40,0.0023086875536124144,0.0002634088452799044,0.0004225403625297883,7.946189056520947e-06,0.0007692051736981103,3.011536302576726e-05,0.0003997727848412246,0.9811632415155003,0.01463508211433965
41,9.019879588684659e-05,0.3313815175519426,0.6360775569525139,0.028767423671368923,0.00111672848035055,5.108835467911996e-05,0.002249272706529954,0.00019949585344410093,6.671756967624982e-05
42,0.017852314903347977,0.004124528973785771,0.00040713051561441343,0.07641349235998787,0.0014935148892510385,0.7843083864669568,0.00790601167003522,0.056981821030650845,0.050512799111939254
43,0.07094031400918106,0.4502880588718388,0.19191024609458726,0.0015234094785985832,0.0002561692912890016,0.05293166390639171,0.22709309648067866,0.003149356387823648,0.001907685434582474
44,0.00014252651715093554,0.25205089869575226,0.7405538912833662,0.0010582734111048066,0.0012222816561672388,0.0002958184432289465,0.003773779652952666,0.0008778326713983672,2.46975948232626e-05
45,0.004182996446955887,0.00016132886905726278,2.9930668489145095e-06,0.0026763851949380434,4.548824200695547e-05,0.9872241540546637,0.001495452223343295,0.002588135706696544,0.0016230660967668012
46,0.0015390588036466636,0.8231025030972994,0.11991996597096231,0.038148502256789,0.00033838527889383567,0.001356873855858607,0.01473271192000428,7.154499232870367e-05,0.0007904537419069108
47,0.00020507548892498685,0.6336521370852395,0.22168410075787726,0.13636066494235455,0.004574184090999631,0.0006202411128291066,0.0014998655364197257,0.0009354365162600156,0.00046829440573005135
48,5.3512413963386524e-05,0.941358073722589,0.040149544050624736,0.015409235523870331,0.000747109327873217,3.072130358337648e-05,0.0021415183721025417,5.0651470984032455e-05,5.9633720273634725e-05
49,0.0006822283956728294,0.6398538751306054,0.32888434281543305,0.021936973606636975,0.00021278483335743264,0.00018514153634633076,0.008127159634017684,9.98760559720564e-06,0.00010750637834773703
50,3.406127991356043e-05,1.786231682564646e-06,8.683617335409853e-07,7.011982559817437e-06,4.5015243460101255e-06,0.9996799506730992,0.00021522161611404938,4.649213733176752e-05,1.010609325145449e-05
51,3.729020701701811e-05,0.8766698686260086,0.09946103916706227,0.021037765555320234,0.0012572474653328224,7.072649133664588e-05,0.0004003609568033116,3.732008324506254e-05,0.0010283813602069629
52,0.0014599641853271445,7.628277963960216e-05,0.0001242478862381663,1.0867876256876047e-05,0.00012245589507871944,0.0050175284610378575,0.00040138095459383487,0.9910625729368748,0.0017246989258466504
53,9.488105830074614e-05,0.9513882750402385,0.025786057584495745,0.021282430847558518,0.00028872379429110685,0.0002458023807023881,0.0005480933624831102,7.046552146992917e-05,0.00029527031532096767
54,0.0006763722394396075,0.5392816411275786,0.29866064202768866,0.1304265561421532,0.0005651190820103165,0.0008308422463544652,0.02817788925136973,0.00023442084909458094,0.0011465169803826557
55,0.00117966954942164,0.5441466971547073,0.34883257684782704,0.10146684572486529,0.00047314662971483597,0.0004090160611322358,0.002770584411742966,3.0005515221622878e-05,0.0006914580509522698
56,0.0005421956217606746,0.49707659841526197,0.4540959764544091,0.003309411568163291,0.013954610992625578,0.0030791887772330193,0.017075438518338037,0.010837158472353085,2.942113014763652e-05
57,4.2117260731542805e-05,3.5188862042685897e-06,4.1918647756260694e-06,1.0367166308839925e-05,4.2288930529218104e-05,0.9990589356194756,0.0002796397939106693,0.0005061410821905659,5.279929596774595e-05
58,0.05079403174749079,8.910014335478742e-05,0.00015162633421874025,0.0006111398435768338,0.00010066612204511132,0.007229190366085729,0.0004017770901521317,0.0006340459730610308,0.939988422286016
59,0.008814146000854593,0.0008131472357861128,0.000238736598180007,0.0019435416754003492,6.229174032669763e-05,0.007125401476246602,0.0006089238537588343,0.0009145237550299777,0.979479287566469
60,0.010942126554545059,0.00013320165371903244,4.972468393242415e-05,0.0006927382993898091,8.836493215006334e-05,0.8302845942349582,0.004205324459492002,0.09194509882670018,0.061658826272084716
61,2.5481579947741545e-06,0.9335239758156377,0.0628304858801141,0.003177297448493216,0.0003267631263686945,2.6736566357414395e-06,1.5093941845509369e-05,8.634748089904101e-05,3.481439865888026e-05
62,0.14057325559562137,0.006599625153944712,0.0003149721324207108,0.0008066652431701608,0.00270190692945334,0.0010194341144966182,9.072078664184724e-05,0.013361836720307625,0.8345315832404905
63,2.8723632731334672e-05,0.3274710913173451,0.5776330804138081,0.09027607656553069,0.0009873771777548321,0.00012009596324558251,0.00228370110782546,3.104866815571378e-05,0.0011688050958398321
64,0.002613308027565708,5.447354092560302e-05,9.733928402447505e-06,1.0550981894477832e-05,5.194428323915028e-06,0.002262005785995671,0.000247505638762431,0.0001626823151539723,0.9946345452535122
65,0.0020156646477165704,0.2892277976299873,0.38290589968527605,0.0006455335688361966,0.005370076758407212,0.000831358883907646,0.021851972948803616,0.2969255406408968,0.00022615519787802234
66,0.008270873050328397,0.885178527106416,0.017305514973243476,0.03571983908863431,0.001462685149170604,0.001522618537484173,0.04874271545378292,0.00014781150535007106,0.0016494150470720466
67,0.002829273859713992,0.3063837485068767,0.3858457352266602,0.23219545761516514,0.0004647783193257141,0.0013369589607989077,0.07039030430715504,0.00010129609305320388,0.00045244707266636834
68,0.001006866522960641,2.8585550225175946e-05,2.7161726406852167e-05,9.796190896340824e-06,6.359816961501887e-05,0.001235766260282989,0.0007941001528250144,0.9959170166493593,0.0009171086778369945
69,0.001243988013968109,5.186867803241136e-05,7.4370673794651344e-06,0.0015318976194666953,2.3916906380443484e-05,0.991939677037267,0.001890485672296973,0.0011739608148958827,0.0021367680911191884
70,7.533093854055193e-05,0.5086833367723376,0.35923944664465374,0.12635691992015796,0.0006925534448966894,0.0003045818873393099,0.00405678887126091,0.0001369717513539147,0.00045406971859098016
71,0.0005528438738363743,0.004331647376217883,0.0009618616649452438,0.0015701655282142001,0.9895408244749002,0.00018257615740583592,0.0007719327844475939,0.001713641276425846,0.00037450676465269965
72,0.0013621515842119254,9.789082224742823e-05,6.8527830892154215e-06,0.0012734623555537084,0.00021523825145697216,0.9857883303996315,0.0052003014862604165,0.005761170401023689,0.00029460181794606984
